Timestamp,Stimulus,Action,Correct,Reaction_Time_ms
2025-08-12 15:28:51,Go,Shoot,Yes,1469
2025-08-12 15:28:51,No-Go,No Shot,Yes,
2025-08-12 15:28:52,Go,No Shot,No,
2025-08-12 15:28:52,Go,No Shot,No,
2025-08-12 15:28:52,No-Go,No Shot,Yes,
2025-08-12 15:28:52,Go,Shoot,Yes,1423
2025-08-12 15:28:52,Go,No Shot,No,
2025-08-12 15:28:53,Go,No Shot,No,
2025-08-12 15:28:53,Go,No Shot,No,
2025-08-12 15:28:53,No-Go,No Shot,Yes,
2025-08-12 15:28:53,Go,No Shot,No,
2025-08-12 15:28:54,Go,Shoot,Yes,1309
2025-08-12 15:28:54,Go,No Shot,No,
2025-08-12 15:28:54,Go,No Shot,No,
2025-08-12 15:28:54,Go,No Shot,No,
2025-08-12 15:28:54,No-Go,No Shot,Yes,
2025-08-12 15:28:55,Go,No Shot,No,
2025-08-12 15:28:55,Go,Shoot,Yes,1224
2025-08-12 15:28:55,No-Go,No Shot,Yes,
2025-08-12 15:28:55,No-Go,No Shot,Yes,
2025-08-12 15:28:55,Go,Shoot,Yes,1277
2025-08-12 15:28:55,Go,No Shot,No,
2025-08-12 15:28:56,No-Go,No Shot,Yes,
2025-08-12 15:28:56,Go,Shoot,Yes,1145
2025-08-12 15:28:56,No-Go,No Shot,Yes,
2025-08-12 15:28:56,No-Go,No Shot,Yes,
2025-08-12 15:28:57,Go,No Shot,No,
2025-08-12 15:28:57,Go,No Shot,No,
2025-08-12 15:28:57,No-Go,No Shot,Yes,
2025-08-12 15:28:57,No-Go,No Shot,Yes,
2025-08-12 15:28:58,Go,No Shot,No,
2025-08-12 15:28:58,Go,No Shot,No,
2025-08-12 15:28:58,No-Go,No Shot,Yes,
2025-08-12 15:28:58,Go,No Shot,No,
2025-08-12 15:28:58,Go,No Shot,No,
2025-08-12 15:28:59,Go,No Shot,No,
2025-08-12 15:28:59,Go,No Shot,No,
2025-08-12 15:28:59,Go,No Shot,No,
2025-08-12 15:28:59,Go,No Shot,No,
2025-08-12 15:28:59,Go,No Shot,No,
2025-08-12 15:29:00,Go,No Shot,No,
2025-08-13 15:24:58,Go,Shoot,Yes,1883
2025-08-13 15:24:59,Go,Shoot,Yes,1976
2025-08-13 15:25:01,No-Go,Shoot,No,2276
2025-08-13 15:25:02,Go,Shoot,Yes,2099
2025-08-13 15:25:03,Go,Shoot,Yes,2798
2025-08-13 15:25:04,Go,Shoot,Yes,2154
2025-08-13 15:25:05,Go,Shoot,Yes,1964
2025-08-13 15:25:05,No-Go,No Shot,Yes,
2025-08-13 15:25:06,Go,Shoot,Yes,2198
2025-08-13 15:25:08,Go,Shoot,Yes,2844
2025-08-13 15:25:09,Go,Shoot,Yes,3139
2025-08-13 15:25:09,Go,Shoot,Yes,3194
2025-08-13 15:25:10,Go,No Shot,No,
2025-08-13 15:25:11,Go,Shoot,Yes,2935
2025-08-13 15:25:11,Go,No Shot,No,
2025-08-13 15:25:12,Go,No Shot,No,
2025-08-13 15:25:12,Go,Shoot,Yes,2454
2025-08-13 15:25:13,Go,Shoot,Yes,2474
2025-08-13 15:25:14,Go,Shoot,Yes,2417
2025-08-13 15:25:14,Go,Shoot,Yes,2375
2025-08-13 15:25:15,Go,No Shot,No,
2025-08-13 15:25:15,Go,No Shot,No,
2025-08-13 15:25:16,Go,No Shot,No,
2025-08-13 15:25:16,Go,No Shot,No,
2025-08-13 15:25:17,Go,No Shot,No,
2025-08-13 15:25:17,Go,No Shot,No,
2025-08-13 15:25:18,Go,No Shot,No,
2025-08-13 15:25:18,Go,Shoot,Yes,1920
2025-08-13 15:25:19,Go,No Shot,No,
2025-08-13 15:25:19,Go,No Shot,No,
2025-08-13 15:25:20,No-Go,No Shot,Yes,
2025-08-13 15:25:20,Go,No Shot,No,
2025-08-13 15:25:20,Go,No Shot,No,
2025-08-13 15:25:21,Go,No Shot,No,
2025-08-13 15:25:21,Go,No Shot,No,
2025-08-13 15:25:21,No-Go,No Shot,Yes,
2025-08-13 15:25:22,Go,No Shot,No,
2025-08-13 15:25:22,Go,No Shot,No,
2025-08-13 15:25:22,Go,No Shot,No,
2025-08-13 15:25:23,No-Go,No Shot,Yes,
2025-08-13 15:25:23,No-Go,No Shot,Yes,
2025-08-13 15:25:23,Go,No Shot,No,
2025-08-13 15:25:23,No-Go,No Shot,Yes,
2025-08-13 15:25:24,No-Go,No Shot,Yes,
2025-08-13 15:25:24,Go,No Shot,No,
2025-08-13 15:25:24,Go,No Shot,No,
2025-08-13 15:25:24,No-Go,No Shot,Yes,
2025-08-13 15:25:25,Go,No Shot,No,
2025-08-13 15:25:25,Go,No Shot,No,
2025-08-13 15:25:25,Go,No Shot,No,
2025-08-13 15:25:25,Go,Shoot,Yes,1836
2025-08-13 15:25:26,Go,No Shot,No,
2025-08-13 15:25:26,No-Go,No Shot,Yes,
2025-08-13 15:25:26,Go,No Shot,No,
2025-08-13 15:25:26,Go,No Shot,No,
2025-08-13 15:25:27,No-Go,No Shot,Yes,
2025-08-13 15:25:27,Go,No Shot,No,
2025-08-13 15:25:27,Go,No Shot,No,
2025-08-13 15:25:27,Go,No Shot,No,
2025-08-13 15:25:28,Go,No Shot,No,
2025-08-13 15:25:28,Go,No Shot,No,
2025-08-13 15:25:28,Go,No Shot,No,
2025-08-13 15:25:28,Go,No Shot,No,
2025-08-13 15:25:28,Go,No Shot,No,
2025-08-13 15:25:29,Go,No Shot,No,
2025-08-13 15:25:29,No-Go,No Shot,Yes,
2025-08-13 15:25:29,Go,Shoot,Yes,953
2025-08-13 15:25:29,No-Go,No Shot,Yes,
2025-08-13 15:25:29,No-Go,No Shot,Yes,
2025-08-13 15:25:29,Go,No Shot,No,
2025-08-13 15:25:30,No-Go,No Shot,Yes,
2025-08-13 15:25:30,No-Go,No Shot,Yes,
2025-08-13 15:25:30,Go,No Shot,No,
2025-08-13 15:25:30,No-Go,No Shot,Yes,
2025-08-13 15:25:31,Go,Shoot,Yes,942
2025-08-13 15:25:31,No-Go,No Shot,Yes,
2025-08-13 15:25:31,Go,No Shot,No,
2025-08-13 15:25:31,Go,Shoot,Yes,976
2025-08-13 15:25:31,Go,No Shot,No,
2025-08-13 15:25:31,No-Go,No Shot,Yes,
2025-08-13 15:25:32,Go,No Shot,No,
2025-08-13 15:25:32,No-Go,No Shot,Yes,
2025-08-13 15:25:32,Go,Shoot,Yes,737
2025-08-13 15:25:32,Go,No Shot,No,
2025-08-13 15:25:33,Go,No Shot,No,
2025-08-13 15:25:33,Go,No Shot,No,
2025-08-13 15:25:33,Go,No Shot,No,
2025-08-13 15:25:33,Go,No Shot,No,
2025-08-13 15:25:34,Go,No Shot,No,
2025-08-13 15:25:34,Go,No Shot,No,
2025-08-13 15:25:34,No-Go,No Shot,Yes,
2025-08-13 15:25:34,Go,No Shot,No,
2025-08-13 15:25:35,Go,No Shot,No,
2025-08-13 15:25:35,Go,No Shot,No,
2025-08-13 15:25:35,Go,No Shot,No,
2025-08-13 15:25:35,Go,No Shot,No,
2025-08-13 15:25:35,Go,No Shot,No,
2025-08-13 15:25:36,No-Go,No Shot,Yes,
2025-08-13 15:25:36,No-Go,No Shot,Yes,
2025-08-13 15:25:36,Go,No Shot,No,
2025-08-13 15:25:36,Go,No Shot,No,
2025-08-13 15:25:36,Go,No Shot,No,
2025-08-13 15:25:37,No-Go,No Shot,Yes,
2025-08-13 15:25:37,Go,No Shot,No,
2025-08-13 15:25:37,Go,No Shot,No,
2025-08-13 15:25:37,No-Go,No Shot,Yes,
2025-08-13 15:25:37,Go,No Shot,No,
2025-08-13 15:25:38,Go,No Shot,No,
2025-08-13 15:25:38,Go,No Shot,No,
2025-08-13 15:25:38,Go,No Shot,No,
2025-08-13 15:25:38,Go,No Shot,No,
2025-08-13 15:25:38,Go,Shoot,Yes,1092
2025-08-13 15:25:38,Go,No Shot,No,
2025-08-13 15:25:39,No-Go,No Shot,Yes,
2025-08-13 15:25:39,Go,Shoot,Yes,1145
2025-08-13 15:25:39,No-Go,No Shot,Yes,
2025-08-13 15:25:39,Go,No Shot,No,
2025-08-13 15:25:40,Go,No Shot,No,
2025-08-13 15:25:40,Go,Shoot,Yes,1100
2025-08-13 15:25:40,Go,No Shot,No,
2025-08-13 15:25:40,Go,No Shot,No,
2025-08-13 15:25:40,Go,No Shot,No,
2025-08-13 15:25:41,Go,No Shot,No,
2025-08-13 15:25:41,No-Go,No Shot,Yes,
2025-08-13 15:25:41,Go,Shoot,Yes,1056
2025-08-13 15:25:41,Go,No Shot,No,
2025-08-13 15:25:41,Go,No Shot,No,
2025-08-13 15:25:42,Go,No Shot,No,
2025-08-13 15:25:42,Go,Shoot,Yes,1256
2025-08-13 15:25:42,Go,No Shot,No,
2025-08-13 15:25:42,Go,Shoot,Yes,1242
2025-08-13 15:25:42,No-Go,No Shot,Yes,
2025-08-13 15:25:43,Go,No Shot,No,
2025-08-13 15:25:43,Go,No Shot,No,
2025-08-13 15:25:43,No-Go,No Shot,Yes,
2025-08-13 15:25:44,Go,No Shot,No,
2025-08-13 15:25:44,No-Go,No Shot,Yes,
2025-08-13 15:25:44,Go,No Shot,No,
2025-08-13 15:25:44,No-Go,No Shot,Yes,
2025-08-13 15:25:44,No-Go,No Shot,Yes,
2025-08-13 15:25:45,Go,No Shot,No,
2025-08-13 15:25:45,No-Go,No Shot,Yes,
2025-08-13 15:25:45,Go,No Shot,No,
2025-08-13 15:25:45,Go,Shoot,Yes,1133
2025-08-13 15:25:45,Go,No Shot,No,
2025-08-13 15:25:45,No-Go,No Shot,Yes,
2025-08-13 15:25:46,No-Go,No Shot,Yes,
2025-08-13 15:25:46,Go,No Shot,No,
2025-08-13 15:25:46,Go,No Shot,No,
2025-08-13 15:25:46,Go,Shoot,Yes,1202
2025-08-13 15:25:46,Go,No Shot,No,
2025-08-13 15:25:47,Go,No Shot,No,
2025-08-13 15:25:47,Go,Shoot,Yes,1221
2025-08-13 15:25:47,No-Go,No Shot,Yes,
2025-08-13 15:25:48,No-Go,No Shot,Yes,
2025-08-13 15:25:48,No-Go,No Shot,Yes,
2025-08-13 15:25:48,Go,No Shot,No,
2025-08-13 15:25:48,No-Go,No Shot,Yes,
2025-08-13 15:25:48,Go,No Shot,No,
2025-08-13 15:25:49,Go,No Shot,No,
2025-08-13 15:25:49,Go,No Shot,No,
2025-08-13 15:25:49,No-Go,No Shot,Yes,
2025-08-13 15:25:49,Go,No Shot,No,
2025-08-13 15:25:49,No-Go,No Shot,Yes,
2025-08-13 15:25:50,Go,No Shot,No,
2025-08-13 15:25:50,Go,No Shot,No,
2025-08-13 15:25:50,No-Go,No Shot,Yes,
2025-08-13 15:25:50,Go,No Shot,No,
2025-08-13 15:25:50,Go,No Shot,No,
2025-08-13 15:25:51,Go,No Shot,No,
2025-08-13 15:25:51,Go,No Shot,No,
2025-08-13 15:25:51,Go,No Shot,No,
2025-08-13 15:25:51,Go,No Shot,No,
2025-08-13 15:25:52,Go,No Shot,No,
2025-08-13 15:25:52,Go,No Shot,No,
2025-08-13 15:25:52,Go,No Shot,No,
2025-08-13 15:25:52,Go,No Shot,No,
2025-08-13 15:25:52,No-Go,No Shot,Yes,
2025-08-13 15:25:53,No-Go,No Shot,Yes,
2025-08-13 15:25:53,Go,No Shot,No,
2025-08-13 15:25:53,Go,No Shot,No,
2025-08-13 15:25:53,No-Go,No Shot,Yes,
2025-08-13 15:25:53,No-Go,No Shot,Yes,
2025-08-13 15:25:54,No-Go,No Shot,Yes,
2025-08-13 15:25:54,No-Go,No Shot,Yes,
2025-08-13 15:25:54,Go,No Shot,No,
2025-08-13 15:25:54,No-Go,No Shot,Yes,
2025-08-13 15:25:55,Go,No Shot,No,
2025-08-13 15:25:55,Go,No Shot,No,
2025-08-13 15:25:55,Go,No Shot,No,
2025-08-13 15:25:55,Go,No Shot,No,
2025-08-13 15:25:55,No-Go,No Shot,Yes,
2025-08-13 15:25:56,No-Go,No Shot,Yes,
2025-08-13 15:25:56,Go,No Shot,No,
2025-08-13 15:25:56,Go,No Shot,No,
2025-08-13 15:25:56,No-Go,No Shot,Yes,
2025-08-13 15:25:56,Go,No Shot,No,
2025-08-22 17:30:57,Go,Shoot,Yes,2675
2025-08-22 17:31:00,Go,Shoot,Yes,2530
2025-08-22 17:31:00,No-Go,No Shot,Yes,
2025-08-22 17:31:01,No-Go,No Shot,Yes,
2025-08-22 17:31:01,Go,Shoot,Yes,2729
2025-08-22 17:31:02,Go,Shoot,Yes,2706
2025-08-22 17:31:03,Go,Shoot,Yes,1798
2025-08-22 17:31:04,Go,Shoot,Yes,2066
2025-08-22 17:31:04,No-Go,No Shot,Yes,
2025-08-22 17:31:05,Go,Shoot,Yes,2254
2025-08-22 17:31:07,Go,Shoot,Yes,2819
2025-08-22 17:31:07,Go,Shoot,Yes,2188
2025-08-22 17:31:08,No-Go,No Shot,Yes,
2025-08-22 17:31:08,Go,Shoot,Yes,2316
2025-08-22 17:31:09,Go,Shoot,Yes,2628
2025-08-22 17:31:10,Go,No Shot,No,
2025-08-22 17:31:11,No-Go,No Shot,Yes,
2025-08-22 17:31:12,No-Go,No Shot,Yes,
2025-08-22 17:31:12,No-Go,No Shot,Yes,
2025-08-22 17:31:12,Go,Shoot,Yes,750
2025-08-22 17:31:13,No-Go,No Shot,Yes,
2025-08-22 17:31:13,Go,Shoot,Yes,710
2025-08-22 17:31:13,No-Go,No Shot,Yes,
2025-08-22 17:31:14,No-Go,No Shot,Yes,
2025-08-22 17:31:14,Go,Shoot,Yes,1278
2025-08-22 17:31:15,Go,Shoot,Yes,1703
2025-08-22 17:31:16,Go,Shoot,Yes,1760
2025-08-22 17:31:17,Go,No Shot,No,
2025-08-22 17:31:17,Go,Shoot,Yes,2182
2025-08-22 17:31:17,Go,No Shot,No,
2025-08-22 17:31:18,Go,No Shot,No,
2025-08-22 17:31:18,Go,No Shot,No,
2025-08-22 17:31:19,Go,No Shot,No,
2025-08-22 17:31:19,Go,No Shot,No,
2025-08-22 17:31:19,Go,No Shot,No,
2025-08-22 17:31:20,No-Go,No Shot,Yes,
2025-08-22 17:31:20,Go,No Shot,No,
2025-08-22 17:31:20,No-Go,No Shot,Yes,
2025-08-22 17:31:21,Go,Shoot,Yes,1043
2025-08-22 17:31:21,No-Go,No Shot,Yes,
2025-08-22 17:31:21,Go,Shoot,Yes,911
2025-08-22 17:31:21,Go,No Shot,No,
2025-08-22 17:31:21,Go,Shoot,Yes,860
2025-08-22 17:31:21,No-Go,No Shot,Yes,
2025-08-22 17:31:22,No-Go,No Shot,Yes,
2025-08-22 17:31:22,Go,Shoot,Yes,1146
2025-08-22 17:31:23,Go,No Shot,No,
2025-08-22 17:31:23,Go,No Shot,No,
2025-08-22 17:31:23,Go,No Shot,No,
2025-08-22 17:31:24,Go,No Shot,No,
2025-08-22 17:31:24,No-Go,No Shot,Yes,
2025-08-22 17:31:24,Go,No Shot,No,
2025-08-22 17:31:24,Go,Shoot,Yes,1114
2025-08-22 17:31:24,Go,No Shot,No,
2025-08-22 17:31:25,Go,No Shot,No,
2025-08-22 17:31:25,Go,No Shot,No,
2025-08-22 17:31:25,Go,No Shot,No,
2025-08-22 17:31:26,Go,No Shot,No,
2025-08-22 17:31:26,Go,No Shot,No,
2025-08-22 17:31:26,Go,No Shot,No,
2025-08-22 17:31:26,No-Go,No Shot,Yes,
2025-08-22 17:31:26,Go,No Shot,No,
2025-08-22 17:31:27,Go,No Shot,No,
2025-08-22 17:31:27,Go,No Shot,No,
2025-08-22 17:31:27,Go,No Shot,No,
2025-08-22 17:31:27,Go,No Shot,No,
2025-08-22 17:31:27,Go,No Shot,No,
2025-08-22 17:31:28,No-Go,No Shot,Yes,
2025-08-22 17:31:28,Go,No Shot,No,
2025-08-22 17:31:28,Go,No Shot,No,
2025-08-22 17:31:28,Go,Shoot,Yes,1018
2025-08-22 17:31:28,Go,No Shot,No,
2025-08-22 17:31:29,No-Go,No Shot,Yes,
2025-08-22 17:31:29,Go,No Shot,No,
2025-08-22 17:31:29,Go,Shoot,Yes,1340
2025-08-22 17:31:29,Go,No Shot,No,
2025-08-22 17:31:29,Go,No Shot,No,
2025-08-22 17:31:30,No-Go,No Shot,Yes,
2025-08-22 17:31:30,No-Go,No Shot,Yes,
2025-08-22 17:31:30,Go,No Shot,No,
2025-08-22 17:31:30,No-Go,No Shot,Yes,
2025-08-22 17:31:31,No-Go,No Shot,Yes,
2025-08-22 17:31:31,Go,No Shot,No,
2025-08-22 17:31:31,No-Go,No Shot,Yes,
2025-08-22 17:31:31,No-Go,No Shot,Yes,
2025-08-22 17:31:31,Go,Shoot,Yes,1031
2025-08-22 17:31:31,No-Go,No Shot,Yes,
2025-08-22 17:31:32,No-Go,No Shot,Yes,
2025-08-22 17:31:32,No-Go,No Shot,Yes,
2025-08-22 17:31:32,Go,Shoot,Yes,1265
2025-08-22 17:31:32,Go,No Shot,No,
2025-08-22 17:31:32,Go,Shoot,Yes,1598
2025-08-22 17:31:33,No-Go,No Shot,Yes,
2025-08-22 17:31:33,No-Go,No Shot,Yes,
2025-08-22 17:31:33,No-Go,No Shot,Yes,
2025-08-22 17:31:34,Go,No Shot,No,
2025-08-22 17:31:34,No-Go,No Shot,Yes,
2025-08-22 17:31:34,No-Go,No Shot,Yes,
2025-08-22 17:31:34,Go,No Shot,No,
2025-08-22 17:31:34,Go,No Shot,No,
2025-08-22 17:31:35,Go,No Shot,No,
2025-08-22 17:31:35,No-Go,No Shot,Yes,
2025-08-22 17:31:35,Go,No Shot,No,
2025-08-22 17:31:35,Go,No Shot,No,
2025-08-22 17:31:35,Go,No Shot,No,
2025-08-22 17:31:36,Go,No Shot,No,
2025-08-22 17:31:36,Go,No Shot,No,
2025-08-22 17:31:36,Go,No Shot,No,
2025-08-22 17:31:36,No-Go,No Shot,Yes,
2025-08-22 17:31:36,Go,No Shot,No,
2025-08-22 17:31:37,No-Go,No Shot,Yes,
2025-08-22 17:31:37,Go,No Shot,No,
2025-08-22 17:31:37,Go,No Shot,No,
2025-08-22 17:31:37,Go,No Shot,No,
2025-08-22 17:31:37,Go,No Shot,No,
2025-08-22 17:31:38,No-Go,No Shot,Yes,
2025-08-22 17:31:38,Go,No Shot,No,
2025-08-22 17:31:38,Go,No Shot,No,
2025-08-22 17:31:38,Go,No Shot,No,
2025-08-22 17:31:38,Go,No Shot,No,
2025-08-22 17:31:39,Go,Shoot,Yes,1644
2025-08-22 17:31:39,Go,No Shot,No,
2025-08-22 17:31:39,Go,No Shot,No,
2025-08-22 17:31:39,Go,No Shot,No,
2025-08-22 17:31:40,Go,No Shot,No,
2025-08-22 17:31:40,Go,No Shot,No,
2025-08-22 17:31:40,Go,No Shot,No,
2025-08-22 17:31:44,Go,Shoot,Yes,1540
2025-08-22 17:31:44,Go,Shoot,Yes,1332
2025-08-22 17:31:46,Go,Shoot,Yes,1115
2025-08-22 17:31:49,No-Go,No Shot,Yes,
2025-08-22 17:31:49,Go,Shoot,Yes,1449
2025-08-22 17:31:50,Go,Shoot,Yes,1358
2025-08-22 17:31:50,No-Go,No Shot,Yes,
2025-08-22 17:31:51,Go,Shoot,Yes,1127
2025-08-22 17:31:51,No-Go,No Shot,Yes,
2025-08-22 17:31:54,Go,Shoot,Yes,1509
2025-08-22 17:31:54,No-Go,No Shot,Yes,
2025-08-22 17:31:55,Go,No Shot,No,
2025-08-22 17:31:56,Go,Shoot,Yes,2428
2025-08-22 17:31:56,No-Go,No Shot,Yes,
2025-08-22 17:31:57,Go,Shoot,Yes,2682
2025-08-22 17:31:58,No-Go,No Shot,Yes,
2025-08-22 17:31:58,Go,Shoot,Yes,1139
2025-08-22 17:31:59,No-Go,No Shot,Yes,
2025-08-22 17:31:59,Go,Shoot,Yes,1300
2025-08-22 17:31:59,No-Go,No Shot,Yes,
2025-08-22 17:32:00,Go,Shoot,Yes,1327
2025-08-22 17:32:01,Go,Shoot,Yes,1065
2025-08-22 17:32:02,Go,Shoot,Yes,967
2025-08-22 17:32:02,No-Go,No Shot,Yes,
2025-08-22 17:32:03,No-Go,No Shot,Yes,
2025-08-22 17:32:03,Go,Shoot,Yes,913
2025-08-22 17:32:03,Go,Shoot,Yes,999
2025-08-22 17:32:04,No-Go,No Shot,Yes,
2025-08-22 17:32:05,Go,Shoot,Yes,1575
2025-08-22 17:32:05,Go,No Shot,No,
2025-08-22 17:32:05,Go,Shoot,Yes,1506
2025-08-22 17:32:05,Go,Shoot,Yes,1521
2025-08-22 17:32:07,No-Go,No Shot,Yes,
2025-08-22 17:32:07,No-Go,No Shot,Yes,
2025-08-22 17:32:07,Go,Shoot,Yes,2052
2025-08-22 17:32:08,Go,No Shot,No,
2025-08-22 17:32:08,Go,No Shot,No,
2025-08-22 17:32:08,No-Go,No Shot,Yes,
2025-08-22 17:32:09,Go,No Shot,No,
2025-08-22 17:32:09,No-Go,No Shot,Yes,
2025-08-22 17:32:09,Go,Shoot,Yes,1960
2025-08-22 17:32:10,Go,No Shot,No,
2025-08-22 17:32:10,Go,Shoot,Yes,1800
2025-08-22 17:32:10,Go,No Shot,No,
2025-08-22 17:32:10,No-Go,No Shot,Yes,
2025-08-22 17:32:11,Go,No Shot,No,
2025-08-22 17:32:11,Go,Shoot,Yes,1794
2025-08-22 17:32:11,No-Go,No Shot,Yes,
2025-08-22 17:32:12,No-Go,No Shot,Yes,
2025-08-22 17:32:12,Go,Shoot,Yes,1500
2025-08-22 17:32:12,Go,No Shot,No,
2025-08-22 17:32:12,Go,Shoot,Yes,1754
2025-08-22 17:32:13,Go,No Shot,No,
2025-08-22 17:32:13,Go,No Shot,No,
2025-08-22 17:32:13,Go,Shoot,Yes,1590
2025-08-22 17:32:13,Go,No Shot,No,
2025-08-22 17:32:13,Go,No Shot,No,
2025-08-22 17:32:14,No-Go,No Shot,Yes,
2025-08-22 17:32:14,Go,Shoot,Yes,1547
2025-08-22 17:32:14,Go,No Shot,No,
2025-08-22 17:32:14,Go,Shoot,Yes,1526
2025-08-22 17:32:14,Go,No Shot,No,
2025-08-22 17:32:15,Go,No Shot,No,
2025-08-22 17:32:15,Go,No Shot,No,
2025-08-22 17:32:15,Go,No Shot,No,
2025-08-22 17:32:15,Go,No Shot,No,
2025-08-22 17:32:15,Go,Shoot,Yes,1768
2025-08-22 17:32:16,Go,No Shot,No,
2025-08-22 17:32:16,Go,No Shot,No,
2025-08-22 17:32:16,Go,No Shot,No,
2025-08-22 17:32:16,Go,Shoot,Yes,1166
2025-08-22 17:32:16,No-Go,No Shot,Yes,
2025-08-22 17:32:17,No-Go,No Shot,Yes,
2025-08-22 17:32:17,Go,Shoot,Yes,1285
2025-08-22 17:32:17,No-Go,No Shot,Yes,
2025-08-22 17:32:17,Go,No Shot,No,
2025-08-22 17:32:17,Go,Shoot,Yes,1073
2025-08-22 17:32:18,No-Go,No Shot,Yes,
2025-08-22 17:32:18,No-Go,No Shot,Yes,
2025-08-22 17:32:18,No-Go,No Shot,Yes,
2025-08-22 17:32:18,Go,Shoot,Yes,1413
2025-08-22 17:32:18,Go,No Shot,No,
2025-08-22 17:32:19,Go,No Shot,No,
2025-08-22 17:32:19,Go,No Shot,No,
2025-08-22 17:32:19,Go,Shoot,Yes,1435
2025-08-22 17:32:19,Go,No Shot,No,
2025-08-22 17:32:20,Go,No Shot,No,
2025-08-22 17:32:20,No-Go,No Shot,Yes,
2025-08-22 17:32:20,Go,No Shot,No,
2025-08-22 17:32:20,Go,No Shot,No,
2025-08-22 17:32:20,No-Go,No Shot,Yes,
2025-08-22 17:32:21,Go,No Shot,No,
2025-08-22 17:32:21,Go,Shoot,Yes,1483
2025-08-22 17:32:21,Go,No Shot,No,
2025-08-22 17:32:21,No-Go,No Shot,Yes,
2025-08-22 17:32:21,No-Go,No Shot,Yes,
2025-08-22 17:32:22,Go,Shoot,Yes,1283
2025-08-22 17:32:22,Go,No Shot,No,
2025-08-22 17:32:22,Go,No Shot,No,
2025-08-22 17:32:22,Go,Shoot,Yes,1183
2025-08-22 17:32:22,No-Go,No Shot,Yes,
2025-08-22 17:32:23,No-Go,No Shot,Yes,
2025-08-22 17:32:23,Go,No Shot,No,
2025-08-22 17:32:23,Go,Shoot,Yes,1099
2025-08-22 17:32:23,No-Go,No Shot,Yes,
2025-08-22 17:32:23,No-Go,No Shot,Yes,
2025-08-22 17:32:24,Go,No Shot,No,
2025-08-22 17:32:24,No-Go,No Shot,Yes,
2025-08-22 17:32:24,Go,No Shot,No,
2025-08-22 17:32:24,Go,No Shot,No,
2025-08-22 17:32:25,Go,No Shot,No,
2025-08-22 17:32:25,Go,No Shot,No,
2025-08-22 17:32:25,Go,No Shot,No,
2025-08-22 17:32:25,Go,No Shot,No,
2025-08-22 17:32:25,Go,No Shot,No,
2025-08-22 17:32:26,Go,No Shot,No,
2025-08-22 17:32:26,Go,Shoot,Yes,1607
2025-08-22 17:32:26,Go,No Shot,No,
2025-08-22 17:32:26,Go,No Shot,No,
2025-08-22 17:32:26,Go,No Shot,No,
2025-08-22 17:32:27,No-Go,No Shot,Yes,
2025-08-22 17:32:27,Go,Shoot,Yes,1657
2025-08-22 17:32:27,No-Go,No Shot,Yes,
2025-08-22 17:32:27,Go,No Shot,No,
2025-08-22 17:32:27,Go,No Shot,No,
2025-08-22 17:32:28,No-Go,No Shot,Yes,
2025-08-22 17:32:28,Go,No Shot,No,
2025-08-22 17:32:28,No-Go,No Shot,Yes,
2025-08-22 17:32:28,Go,No Shot,No,
2025-08-22 17:32:28,No-Go,No Shot,Yes,
